Group,Marker Icon,Marker Color,Icon Color,Custom Size,Name,Image,Description,Location,Latitude,Longitude
Basic Infantry,media/icons/Armco Icons/inf/inf_n_green.png,,,,Squire,,"<b>UNIT NAME</b>: Squire</br><b>UNIT TYPE</b>: Infantry</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Casokat</b>: KonniBoii</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-11.264612,-62.841797
Special Forces - Sapper,media/icons/Armco Icons/inf/inf_n_green.png,,,,Hoplite,,"<b>UNIT NAME</b>: Hoplite</br><b>UNIT TYPE</b>: Sappers</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>KonniBoii</b>: Brymaster24</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-2.635789,-62.841797
Ground Heavy Battle Tank,media/icons/Armco Icons/Heavy Tank/Heavy_Tank_n_r.png,,,,Eroder,,"<b>UNIT NAME</b>: Eroder</br><b>UNIT TYPE</b>: Main Battle Tank</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Brymaster24</b>: RodRatRobot</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-6.926427,-70.224609
Ground Logi,media/icons/Armco Icons/Logi/Logi_ne.png,,,,Cruslogi,,"<b>UNIT NAME</b>: Cruslogi</br><b>UNIT TYPE</b>: Logi Truck</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>RodRatRobot</b>: koi</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-31.052934,-70.224609
Special Forces,media/icons/Armco Icons/inf/inf_sw_green.png,,,,Wraith,,"<b>UNIT NAME</b>: Wraith</br><b>UNIT TYPE</b>: Special Forces</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: Yes</br><b>Unit History</b>: </br><b>koi</b>: aNjaSqurl</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,1.757537,-100.546875
Basic Infantry,media/icons/Armco Icons/inf/inf_ne_green.png,,,,Crusader,,"<b>UNIT NAME</b>: Crusader</br><b>UNIT TYPE</b>: Special Forces</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: Yes</br><b>Unit History</b>: </br><b>aNjaSqurl</b>: Cevlar226</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-19.394068,-47.636719
Combat Medic,media/icons/Armco Icons/cmed/cmed_n_green.png,,,,CC,,"<b>UNIT NAME</b>: CC</br><b>UNIT TYPE</b>: Combat Medic</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Cevlar226</b>: Diddle duck</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-19.394068,-62.841797
Ground Main Battle Tank,media/icons/Armco Icons/MainTank/Main_Tnk_n_r.png,,,,Aether,,"<b>UNIT NAME</b>: Aether</br><b>UNIT TYPE</b>: Main Battle Tank</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Diddle duck</b>: Gold (Aether Drakes MBT)</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-11.264612,-62.841797
Light Mech,media/icons/Armco Icons/LghMech/lgh_mech_ne.png,,,,Desickle,,"<b>UNIT NAME</b>: Desickle</br><b>UNIT TYPE</b>: Light Mech</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Gold (Aether Drakes MBT)</b>: Appleborn (Demeter's Wrath)</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-23.563987,-55.371094
Light Mech,media/icons/Armco Icons/LghMech/lgh_mech_se.png,,,,Torrent,,"<b>UNIT NAME</b>: Torrent</br><b>UNIT TYPE</b>: Light Mech</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Appleborn (Demeter's Wrath)</b>: Entropy</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-27.44979,-62.841797
Engineer,media/icons/Armco Icons/Eng/eng_sw_g.png,,,,Supremus,,"<b>UNIT NAME</b>: Supremus</br><b>UNIT TYPE</b>: Combat Engineers</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Entropy</b>: NibajNibaj (Supremus Platoon)</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-31.052934,-55.371094
Ground Logi,media/icons/Armco Icons/Logi/Logi_se.png,,,,UPS,,"<b>UNIT NAME</b>: UPS</br><b>UNIT TYPE</b>: Logi Truck</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>NibajNibaj (Supremus Platoon)</b>: Mc1cheeseburger (Roving Trucks)</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-23.563987,-55.371094
Heavy Arty,media/icons/Armco Icons/HvyArty/HvyArty_se.png,,,,Stingray,,"<b>UNIT NAME</b>: Stingray</br><b>UNIT TYPE</b>: Heavy Arty</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Mc1cheeseburger (Roving Trucks)</b>: Konalebon (Big arty man)</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-31.052934,-55.371094
Ground Light Battle Tank,media/icons/Armco Icons/LghTank/LhgTnk_se_r.png,,,,Ratta,,"<b>UNIT NAME</b>: Ratta</br><b>UNIT TYPE</b>: Light Battle Tank</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Konalebon (Big arty man)</b>: Bullseye0913</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-31.052934,-55.371094
Ground Heavy Battle Tank,media/icons/Armco Icons/Heavy Tank/Heavy_Tank_se_r.png,,,,Slik,,"<b>UNIT NAME</b>: Slik</br><b>UNIT TYPE</b>: Heavy Battle Tank</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Bullseye0913</b>: Schrewd</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-34.741612,-47.636719
Light Mech,media/icons/Armco Icons/LghMech/lgh_mech_se.png,,,,Kojima,,"<b>UNIT NAME</b>: Kojima</br><b>UNIT TYPE</b>: Light Mech</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Schrewd</b>: ESTAGKIN</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-34.741612,-47.636719
Mechanized Infantry,media/icons/Armco Icons/MechINF/MechINF_s.png,,,,Sabre,,"<b>UNIT NAME</b>: Sabre</br><b>UNIT TYPE</b>: Mechanized Inf.</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>ESTAGKIN</b>: Sabrebravo</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-27.44979,-32.695313
Special Forces,media/icons/Armco Icons/inf/inf_s_green.png,,,,Yangtze,,"<b>UNIT NAME</b>: Yangtze</br><b>UNIT TYPE</b>: Special Forces</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: Yes</br><b>Unit History</b>: </br><b>Sabrebravo</b>: Normac</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-23.563987,-70.224609
Destroyer,media/icons/Armco Icons/Destroyer/Destroyer_ne_b.png,,,,Javelin,,"<b>UNIT NAME</b>: Javelin</br><b>UNIT TYPE</b>: Destroyer</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Normac</b>: (FIST)SentinelFlyer5796</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-23.563987,-70.224609
Corvette,media/icons/Armco Icons/Corvette/cor_ne_b.png,,,,Herald,,"<b>UNIT NAME</b>: Herald</br><b>UNIT TYPE</b>: Corvette</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>(FIST)SentinelFlyer5796</b>: yakove (AAS Deaths Herald)</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,18.646245,-24.960937
Heavy Arty,media/icons/Armco Icons/HvyArty/HvyArty_sw.png,,,,BigSticks,,"<b>UNIT NAME</b>: BigSticks</br><b>UNIT TYPE</b>: Heavy Arty</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>yakove (AAS Deaths Herald)</b>: (A3- SRU) Commissar Darman</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-2.635789,-17.402344
Ground Logi,media/icons/Armco Icons/Logi/Logi_ne.png,,,,Express,,"<b>UNIT NAME</b>: Express</br><b>UNIT TYPE</b>: Logi Truck</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>(A3- SRU) Commissar Darman</b>: The Mailman (ADS)</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-2.635789,-17.402344
Destroyer,media/icons/Armco Icons/Destroyer/Destroyer_ne_b.png,,,,Ghost,,"<b>UNIT NAME</b>: Ghost</br><b>UNIT TYPE</b>: Destroyer</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>The Mailman (ADS)</b>: Cpt.Shade (AD Grim Ghost)</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-11.264612,-17.402344
Light Mech,media/icons/Armco Icons/LghMech/lgh_mech_ne.png,,,,Talso,,"<b>UNIT NAME</b>: Talso</br><b>UNIT TYPE</b>: Light Mech</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Cpt.Shade (AD Grim Ghost)</b>: inasfe</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,1.757537,-9.931641
Light Mech,media/icons/Armco Icons/LghMech/lgh_mech_ne.png,,,,Dram,,"<b>UNIT NAME</b>: Dram</br><b>UNIT TYPE</b>: Light Mech</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>inasfe</b>: Intel</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-2.635789,-2.285156
Corvette,media/icons/Armco Icons/Corvette/cor_ne_b.png,,,,Arcforge,,"<b>UNIT NAME</b>: Arcforge</br><b>UNIT TYPE</b>: Corvette</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Intel</b>: (DEC)Warli</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-15.36895,-40.253906
VTOL Heavy Transport,media/icons/Armco Icons/vtol/vtol_n_b.png,,,,Chariot,,"<b>UNIT NAME</b>: Chariot</br><b>UNIT TYPE</b>: VTOL Heavy Troop</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>(DEC)Warli</b>: Venxic</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-27.44979,12.744141
VTOL Heavy Transport,media/icons/Armco Icons/vtol/vtol_s_b.png,,,,Foxbat,,"<b>UNIT NAME</b>: Foxbat</br><b>UNIT TYPE</b>: VTOL Heavy Troop</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Venxic</b>: Bobcat 🐾</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-27.44979,12.744141
Special Forces,media/icons/Armco Icons/inf/inf_sw_green.png,,,,Raider,,"<b>UNIT NAME</b>: Raider</br><b>UNIT TYPE</b>: Special Forces</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: Yes</br><b>Unit History</b>: </br><b>Bobcat 🐾</b>: Le_Grand_Pooba</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-27.44979,12.744141
Special Forces - Sapper,media/icons/Armco Icons/inf/inf_s_green.png,,,,Bones,,"<b>UNIT NAME</b>: Bones</br><b>UNIT TYPE</b>: Sappers</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Le_Grand_Pooba</b>: Alomga [Bonepickers]</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-27.44979,12.744141
Corvette,media/icons/Armco Icons/Corvette/cor_n_b.png,,,,Avalon,,"<b>UNIT NAME</b>: Avalon</br><b>UNIT TYPE</b>: Corvette</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Alomga [Bonepickers]</b>: Finley</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,10.314919,-9.931641
Engineer,media/icons/Armco Icons/Eng/eng_s_g.png,,,,Lion-1,,"<b>UNIT NAME</b>: Lion-1</br><b>UNIT TYPE</b>: Combat Engineers</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Finley</b>: Bayross (Lion's Peacemakers)</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,1.757537,-9.931641
Heavy Air Transport,media/icons/Armco Icons/HAT/hat_nw.png,,,,Masseffect,,"<b>UNIT NAME</b>: Masseffect</br><b>UNIT TYPE</b>: Heavy Air Transport</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Bayross (Lion's Peacemakers)</b>: Me238 (Heavy Air Transport)</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-6.926427,-9.931641
Heavy Air Transport,media/icons/Armco Icons/HAT/hat_se.png,,,,ROC,,"<b>UNIT NAME</b>: ROC</br><b>UNIT TYPE</b>: Heavy Air Transport</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Me238 (Heavy Air Transport)</b>: Mac</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-34.741612,-62.841797
Fighter Squadron,media/icons/Armco Icons/fighter/fighter_s.png,,,,Hounds,,"<b>UNIT NAME</b>: Hounds</br><b>UNIT TYPE</b>: Fighter Squadron</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Mac</b>: Dir Rachel Bean/Cmmd. Juana Lam</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-6.926427,-9.931641
Corvette,media/icons/Armco Icons/Corvette/cor_ne_b.png,,,,Wolfpack-1,,"<b>UNIT NAME</b>: Wolfpack-1</br><b>UNIT TYPE</b>: Corvette</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Dir Rachel Bean/Cmmd. Juana Lam</b>: Boreas [Aurin Icesteel HoH]</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,1.757537,-9.931641
Light Mech,media/icons/Armco Icons/LghMech/lgh_mech_ne.png,,,,Dragoons,,"<b>UNIT NAME</b>: Dragoons</br><b>UNIT TYPE</b>: Light Mech</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Boreas [Aurin Icesteel HoH]</b>: Therock0503</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,10.314919,20.214844
Irregular Infantry,media/icons/Armco Icons/inf/inf_nw_green.png,,,,Hardliner,,"<b>UNIT NAME</b>: Hardliner</br><b>UNIT TYPE</b>: Irregular Infantry</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Therock0503</b>: noahb1canob</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,14.51978,-2.285156
Self-Propelled Arty,media/icons/Armco Icons/SPG Arty/SPG_Arty_ne_r.png,,,,Basilisk,,"<b>UNIT NAME</b>: Basilisk</br><b>UNIT TYPE</b>: Self-Propelled Arty</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>noahb1canob</b>: NexusTrimean (Stone Serpent SPG)</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,14.51978,-17.402344
Engineer,media/icons/Armco Icons/Eng/eng_s_g.png,,,,Moth,,"<b>UNIT NAME</b>: Moth</br><b>UNIT TYPE</b>: Combat Engineers</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>NexusTrimean (Stone Serpent SPG)</b>: Grey.</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,6.053161,-2.285156
Basic Infantry,media/icons/Armco Icons/inf/inf_nw_green.png,,,,RED,,"<b>UNIT NAME</b>: RED</br><b>UNIT TYPE</b>: Infantry</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Grey.</b>: Bacon</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,1.757537,5.537109
Corvette,media/icons/Armco Icons/Corvette/cor_ne_b.png,,,,Peacekeeper,,"<b>UNIT NAME</b>: Peacekeeper</br><b>UNIT TYPE</b>: Corvette</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Bacon</b>: Realmfire</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,14.51978,-2.285156
Basic Infantry,media/icons/Armco Icons/inf/inf_s_green.png,,,,Bellonarii,,"<b>UNIT NAME</b>: Bellonarii</br><b>UNIT TYPE</b>: Infantry</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Realmfire</b>: NemoTheSurvivor</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-11.264612,-2.285156
Fighter Squadron,media/icons/Armco Icons/fighter/fighter_ne.png,,,,Husaria,,"<b>UNIT NAME</b>: Husaria</br><b>UNIT TYPE</b>: Fighter Squadron</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>NemoTheSurvivor</b>: Korab</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-6.926427,20.214844
Special Forces,media/icons/Armco Icons/inf/inf_se_green.png,,,,Minon,,"<b>UNIT NAME</b>: Minon</br><b>UNIT TYPE</b>: Special Forces</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: Yes</br><b>Unit History</b>: </br><b>Korab</b>: 369th Agojie Spec Ops</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,26.588527,5.537109
Fighter Squadron,media/icons/Armco Icons/fighter/fighter_n.png,,,,Víðópnir ,,"<b>UNIT NAME</b>: Víðópnir </br><b>UNIT TYPE</b>: Fighter Squadron</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>369th Agojie Spec Ops</b>: Viista</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,6.053161,-2.285156
Light Mech,media/icons/Armco Icons/LghMech/lgh_mech_n.png,,,,Valentine,,"<b>UNIT NAME</b>: Valentine</br><b>UNIT TYPE</b>: Light Mech</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Viista</b>: Wallace (Valentine-Light Mech)</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,10.314919,5.537109
Heavy Air Transport,media/icons/Armco Icons/HAT/hat_se.png,,,,Malthus,,"<b>UNIT NAME</b>: Malthus</br><b>UNIT TYPE</b>: Heavy Air Transport</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Wallace (Valentine-Light Mech)</b>: Miller</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-6.926427,-9.931641
Ground Main Battle Tank,media/icons/Armco Icons/MainTank/Main_Tnk_se_r.png,,,,Iron42,,"<b>UNIT NAME</b>: Iron42</br><b>UNIT TYPE</b>: Main Battle Tank</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Miller</b>: DriedGuide42</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-11.264612,-17.402344
Basic Infantry,media/icons/Armco Icons/inf/inf_se_green.png,,,,1FLCT,,"<b>UNIT NAME</b>: 1FLCT</br><b>UNIT TYPE</b>: Infantry</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b>Noone_2236</b>: ConsulManlius</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-2.635789,12.744141
VTOL Heavy Transport,media/icons/Armco Icons/vtol/vtol_se_b.png,,,,Coral,,"<b>UNIT NAME</b>: Coral</br><b>UNIT TYPE</b>: VTOL Heavy Troop</br><b>ACTIVE</b>: Yes</br><b>Equipment or Unit Enhancement</b>: </br><b>Limited Ammunitions</b>: </br><b>Abilities</b>: </br><b>Force Strength</b>: </br><b>Stealth </b>: No</br><b>Unit History</b>: </br><b></b>: Beos</br><br><a href=""""><h3>Unit Dossier</h3></a></br>",,-6.926427,5.537109
